Origin,DayOfYear,cancelledTotal,cancelledCarrier,cancelledWeather,cancelledNAS,cancelledSecurity
DCA,10,19,4,5,10,0
ATL,209,19,14,2,3,0
ORD,19,19,18,0,1,0
BOS,347,18,8,4,6,0
DEN,358,18,3,13,2,0
SFO,366,18,0,17,1,0
ORD,311,18,11,0,7,0
LAX,303,18,2,15,1,0
ORD,258,18,7,7,4,0
DTW,101,18,13,2,3,0
BOS,302,18,3,4,11,0
DCA,147,18,4,5,9,0
ATL,222,18,3,5,10,0
DFW,236,18,15,1,2,0
DEN,201,18,17,1,0,0
IAD,205,18,6,11,1,0
ORD,171,18,7,0,11,0
DCA,173,18,3,4,11,0
BOS,161,18,5,7,6,0
LAX,24,18,7,3,8,0
SFO,353,18,8,10,0,0
ATL,234,18,6,11,1,0
DFW,91,18,14,1,3,0
DTW,65,18,13,5,0,0
EWR,21,18,3,2,13,0
DEN,350,18,12,6,0,0
LAX,77,18,5,13,0,0
DFW,21,18,9,8,1,0
DTW,77,18,5,11,2,0
ORD,94,18,9,2,7,0
ATL,2,18,17,1,0,0
BOS,29,18,8,1,9,0
LAX,100,18,18,0,0,0
LGA,77,18,6,12,0,0
ORD,2,18,17,1,0,0
LGA,160,18,11,4,3,0
ORD,346,18,4,5,9,0
LAX,35,18,12,6,0,0
DCA,100,18,17,1,0,0
ATL,246,18,10,8,0,0
LAX,26,18,8,8,2,0
LGA,71,18,5,6,7,0
BOS,173,18,3,9,6,0
DEN,349,18,9,9,0,0
SFO,22,18,4,0,14,0
DFW,23,18,16,1,1,0
JFK,203,18,1,16,1,0
LAX,28,18,12,1,5,0
ATL,358,17,7,6,4,0
LAX,351,17,16,1,0,0
LGA,335,17,6,4,7,0
JFK,312,17,2,12,3,0
BOS,335,17,7,5,5,0
ORD,360,17,4,13,0,0
LAS,308,17,2,0,15,0
LAS,257,17,3,14,0,0
EWR,169,17,4,1,12,0
DTW,100,17,16,0,1,0
DFW,238,17,13,0,4,0
DFW,216,17,8,7,2,0
IAH,65,17,1,16,0,0
LGA,157,17,1,3,13,0
BOS,345,17,3,6,8,0
DFW,361,17,3,14,0,0
ATL,188,17,16,0,1,0
LGA,195,17,12,0,5,0
DTW,59,17,14,3,0,0
EWR,166,17,3,5,9,0
ATL,20,17,8,9,0,0
IAD,167,17,2,5,10,0
DTW,161,17,4,6,7,0
ATL,162,17,11,6,0,0
DTW,78,17,12,3,2,0
IAH,180,17,3,10,4,0
DCA,94,17,6,6,5,0
ATL,5,17,4,11,2,0
DEN,90,17,6,8,3,0
DFW,246,17,5,12,0,0
JFK,219,17,2,15,0,0
BOS,190,17,9,4,4,0
BOS,157,17,5,1,11,0
ATL,64,17,13,1,3,0
DTW,90,17,4,2,11,0
ORD,129,17,10,2,5,0
IAH,68,17,17,0,0,0
IAH,78,17,0,17,0,0
IAD,67,17,6,6,5,0
DEN,26,17,1,15,1,0
DFW,55,17,7,6,4,0
ATL,90,17,9,1,7,0
IAD,40,17,12,0,5,0
LGA,162,17,9,4,4,0
IAD,32,17,17,0,0,0
LAX,16,17,16,0,1,0
ORD,210,17,14,3,0,0
LGA,188,17,13,3,1,0
LGA,115,17,10,6,1,0
LAS,34,17,5,11,1,0
DFW,22,17,11,3,3,0
EWR,1,17,5,2,10,0
DFW,13,17,11,5,1,0
BOS,41,17,6,6,5,0
BOS,201,17,2,6,9,0
LAX,36,17,8,9,0,0
BOS,90,17,7,3,7,0
LAX,2,17,14,0,3,0
DTW,28,17,5,7,5,0
LGA,268,17,7,0,10,0
IAD,222,17,6,6,5,0
DTW,30,17,9,3,5,0
ORD,302,17,2,1,14,0
DEN,3,17,6,11,0,0
DTW,2,17,17,0,0,0
DFW,226,16,11,5,0,0
DEN,255,16,1,15,0,0
LGA,217,16,10,5,1,0
ORD,218,16,14,1,1,0
DCA,214,16,3,3,10,0
EWR,215,16,10,0,6,0
DEN,202,16,15,0,1,0
DEN,206,16,16,0,0,0
BOS,183,16,4,5,7,0
ORD,203,16,12,2,2,0
DEN,204,16,6,9,1,0
LAX,30,16,10,0,6,0
LGA,136,16,2,6,8,0
ATL,159,16,9,5,2,0
IAD,174,16,5,4,7,0
LGA,181,16,6,1,9,0
ATL,180,16,3,4,9,0
ORD,227,16,7,5,4,0
DFW,138,16,16,0,0,0
DEN,122,16,5,5,6,0
LAX,142,16,13,2,1,0
ORD,133,16,12,3,1,0
ATL,352,16,3,12,1,0
LAS,99,16,16,0,0,0
BOS,132,16,2,4,10,0
ORD,196,16,16,0,0,0
BOS,91,16,3,5,8,0
DCA,101,16,12,3,1,0
SFO,209,16,10,1,5,0
ATL,23,16,14,1,1,0
JFK,63,16,5,11,0,0
ATL,174,16,10,1,5,0
LAS,191,16,6,3,7,0
DCA,203,16,15,1,0,0
ORD,61,16,11,4,1,0
DCA,66,16,3,7,6,0
DEN,63,16,6,10,0,0
EWR,100,16,13,2,1,0
SFO,52,16,7,9,0,0
LAX,141,16,14,2,0,0
SFO,176,16,7,0,9,0
JFK,53,16,1,14,1,0
ATL,41,16,3,9,4,0
DEN,6,16,2,11,3,0
SFO,23,16,1,0,15,0
DEN,121,16,7,9,0,0
LAX,42,16,10,3,3,0
IAD,34,16,8,7,1,0
DEN,365,16,11,5,0,0
ORD,26,16,13,3,0,0
EWR,159,16,4,9,3,0
DFW,1,16,16,0,0,0
SFO,12,16,6,10,0,0
BOS,35,16,4,5,7,0
DEN,2,16,14,1,1,0
DFW,15,16,10,6,0,0
DTW,353,15,0,12,3,0
LGA,358,15,6,3,6,0
EWR,352,15,3,10,2,0
DEN,351,15,9,5,1,0
SFO,308,15,11,1,3,0
DTW,252,15,4,4,7,0
JFK,29,15,7,7,1,0
DFW,235,15,7,7,1,0
ATL,214,15,6,2,7,0
DCA,190,15,9,3,3,0
BOS,209,15,8,6,1,0
ORD,198,15,13,2,0,0
DFW,205,15,8,2,5,0
EWR,3,15,2,2,11,0
LAS,189,15,15,0,0,0
DEN,160,15,8,6,1,0
JFK,101,15,3,5,7,0
DCA,180,15,3,6,6,0
ATL,166,15,10,3,2,0
ATL,161,15,6,2,7,0
SFO,355,15,1,13,1,0
LAX,160,15,10,5,0,0
ATL,251,15,5,5,5,0
BOS,79,15,5,1,9,0
DFW,29,15,12,0,3,0
IAD,156,15,5,3,7,0
LAS,42,15,9,5,1,0
DEN,228,15,5,8,2,0
DEN,156,15,8,7,0,0
DTW,41,15,6,7,2,0
BOS,119,15,9,3,3,0
JFK,94,15,3,11,1,0
ATL,202,15,8,6,1,0
LAS,3,15,6,6,3,0
IAD,365,15,14,1,0,0
IAH,46,15,0,15,0,0
LAX,260,15,10,3,2,0
EWR,85,15,14,0,1,0
BOS,60,15,1,14,0,0
DEN,65,15,9,6,0,0
IAD,56,15,8,3,4,0
LAS,36,15,6,7,2,0
ORD,57,15,10,1,4,0
BOS,188,15,13,2,0,0
LAX,22,15,12,0,3,0
LAX,257,15,0,14,1,0
ATL,68,15,10,2,3,0
DFW,5,15,4,10,1,0
DFW,31,15,8,4,3,0
IAD,158,15,6,5,4,0
LGA,53,15,0,15,0,0
LGA,45,15,10,0,5,0
IAH,67,15,4,9,2,0
DCA,35,15,6,6,3,0
ATL,57,15,14,0,1,0
ATL,43,15,4,6,5,0
ORD,50,15,15,0,0,0
EWR,49,15,4,0,11,0
DEN,29,15,4,11,0,0
SFO,38,15,6,4,5,0
DFW,222,15,7,3,5,0
IAH,100,15,10,5,0,0
EWR,99,15,13,1,1,0
LGA,201,15,2,2,11,0
ORD,197,15,10,4,1,0
LAS,77,15,6,9,0,0
LAX,9,15,12,0,3,0
ORD,87,15,13,0,2,0
LGA,164,15,8,5,2,0
ATL,347,14,12,0,2,0
LGA,361,14,4,10,0,0
DFW,357,14,10,4,0,0
BOS,352,14,5,3,6,0
DEN,354,14,4,9,1,0
ORD,301,14,8,0,6,0
ATL,252,14,2,2,10,0
LAX,65,14,4,10,0,0
LAS,255,14,3,11,0,0
ATL,227,14,9,3,2,0
ORD,224,14,11,2,1,0
DCA,219,14,8,2,4,0
DEN,218,14,4,3,7,0
DTW,216,14,7,4,3,0
DFW,140,14,13,0,1,0
BOS,257,14,2,6,6,0
DTW,257,14,3,7,4,0
DFW,335,14,14,0,0,0
LGA,184,14,12,1,1,0
JFK,188,14,7,6,1,0
DEN,211,14,14,0,0,0
IAD,41,14,13,0,1,0
SFO,196,14,10,0,4,0
EWR,168,14,1,2,11,0
DCA,174,14,7,4,3,0
ATL,156,14,12,0,2,0
ORD,175,14,14,0,0,0
ORD,162,14,6,3,5,0
IAD,173,14,2,5,7,0
LAX,174,14,9,1,4,0
ORD,231,14,6,8,0,0
JFK,151,14,0,6,8,0
JFK,129,14,1,13,0,0
ORD,139,14,14,0,0,0
BOS,36,14,1,11,2,0
SFO,100,14,13,1,0,0
IAH,51,14,1,13,0,0
DEN,69,14,11,3,0,0
IAD,100,14,12,1,1,0
LGA,216,14,5,8,1,0
IAD,178,14,3,3,8,0
LGA,102,14,11,3,0,0
LGA,62,14,10,3,1,0
SFO,197,14,10,0,4,0
ORD,108,14,13,1,0,0
ORD,79,14,8,1,5,0
LAS,237,14,5,7,2,0
LAX,255,14,2,12,0,0
DEN,195,14,12,2,0,0
DFW,67,14,1,10,3,0
ATL,62,14,9,3,2,0
IAH,178,14,6,7,1,0
DEN,47,14,5,6,3,0
LAX,63,14,10,4,0,0
ATL,157,14,8,1,5,0
LAX,127,14,14,0,0,0
ORD,117,14,14,0,0,0
ATL,91,14,6,1,7,0
BOS,51,14,5,9,0,0
LAX,353,14,5,8,1,0
DTW,86,14,13,0,1,0
DCA,34,14,6,4,4,0
ATL,230,14,10,4,0,0
DTW,208,14,2,4,8,0
ATL,40,14,8,5,1,0
DEN,28,14,6,3,5,0
LAX,62,14,8,4,2,0
LAX,78,14,10,3,1,0
ORD,53,14,11,3,0,0
DEN,42,14,8,5,1,0
IAD,36,14,4,7,3,0
DCA,64,14,7,4,3,0
LAX,5,14,12,2,0,0
ATL,205,14,11,1,2,0
LAX,357,14,7,7,0,0
IAD,4,14,14,0,0,0
LAS,4,14,8,5,1,0
LGA,18,14,3,11,0,0
ORD,14,14,13,1,0,0
DFW,43,14,6,3,5,0
SFO,87,14,10,0,4,0
LGA,28,14,4,2,8,0
EWR,255,14,0,9,5,0
ORD,363,13,10,1,2,0
IAD,356,13,0,12,1,0
LAX,355,13,3,10,0,0
DFW,356,13,3,8,2,0
LAS,357,13,4,8,1,0
LAS,351,13,11,2,0,0
SFO,349,13,5,1,7,0
LAX,345,13,12,1,0,0
ORD,323,13,13,0,0,0
LAX,324,13,9,3,1,0
DFW,302,13,2,0,11,0
DFW,231,13,3,10,0,0
DFW,230,13,12,1,0,0
IAD,214,13,5,5,3,0
ATL,216,13,7,3,3,0
DFW,203,13,8,3,2,0
ORD,239,13,11,2,0,0
ORD,219,13,13,0,0,0
ORD,226,13,9,4,0,0
DFW,194,13,6,2,5,0
BOS,206,13,6,5,2,0
LGA,209,13,5,3,5,0
DCA,206,13,11,1,1,0
DTW,222,13,2,2,9,0
LGA,213,13,12,0,1,0
DCA,220,13,3,1,9,0
DFW,192,13,12,1,0,0
DCA,164,13,6,1,6,0
LGA,168,13,2,4,7,0
ATL,155,13,8,1,4,0
ATL,173,13,3,2,8,0
IAD,180,13,7,1,5,0
DCA,48,13,7,3,3,0
EWR,175,13,0,3,10,0
LGA,156,13,6,0,7,0
DFW,128,13,12,1,0,0
LAX,154,13,6,3,4,0
DFW,27,13,9,1,3,0
EWR,203,13,6,0,7,0
LGA,151,13,1,6,6,0
LAX,126,13,11,1,1,0
LAS,84,13,11,0,2,0
DFW,166,13,9,3,1,0
BOS,102,13,10,1,2,0
DEN,335,13,2,9,2,0
BOS,77,13,5,7,1,0
IAD,118,13,9,1,3,0
BOS,66,13,6,3,4,0
DFW,2,13,12,1,0,0
DTW,16,13,5,3,5,0
LAX,50,13,10,1,2,0
ATL,215,13,11,2,0,0
LAX,66,13,7,5,1,0
LAS,44,13,11,2,0,0
ATL,89,13,12,0,1,0
ORD,114,13,5,5,3,0
IAH,47,13,3,8,2,0
LAX,256,13,1,12,0,0
IAH,36,13,0,12,1,0
DEN,67,13,7,6,0,0
SFO,84,13,9,1,3,0
LAX,12,13,6,7,0,0
DCA,77,13,4,8,1,0
ORD,54,13,11,1,1,0
LAX,197,13,12,1,0,0
DEN,54,13,7,6,0,0
JFK,231,13,2,10,1,0
DTW,6,13,2,10,1,0
ORD,305,13,12,1,0,0
DCA,41,13,4,6,3,0
BOS,34,13,4,5,4,0
DEN,8,13,2,9,2,0
SFO,33,13,6,3,4,0
LAX,27,13,8,3,2,0
ATL,12,13,2,11,0,0
DFW,95,13,10,2,1,0
DEN,215,13,12,1,0,0
DCA,366,13,4,8,1,0
ORD,104,13,12,0,1,0
DCA,85,13,11,0,2,0
LGA,350,13,3,2,8,0
DEN,216,13,7,5,1,0
DEN,10,13,7,5,1,0
ATL,236,13,11,0,2,0
BOS,319,13,2,2,9,0
ORD,315,13,10,3,0,0
LAS,35,13,10,3,0,0
LGA,255,13,5,8,0,0
LAX,225,13,13,0,0,0
LGA,211,13,8,3,2,0
ORD,18,13,7,4,2,0
DCA,91,13,4,3,6,0
IAD,25,13,12,1,0,0
DFW,129,13,10,0,3,0
IAD,33,13,12,1,0,0
IAD,18,13,6,6,1,0
ORD,149,13,13,0,0,0
BOS,2,13,12,0,1,0
ATL,3,13,11,1,1,0
LGA,366,12,2,10,0,0
JFK,362,12,2,8,2,0
DCA,351,12,4,6,2,0
IAH,354,12,2,10,0,0
ATL,334,12,10,1,1,0
EWR,320,12,3,1,8,0
LAX,329,12,12,0,0,0
BOS,299,12,4,3,5,0
LAX,305,12,6,0,6,0
JFK,346,12,1,8,3,0
LAX,301,12,5,6,1,0
SFO,13,12,10,2,0,0
IAD,48,12,10,1,1,0
SFO,85,12,12,0,0,0
DFW,237,12,10,0,2,0
ATL,229,12,12,0,0,0
BOS,195,12,11,0,1,0
DCA,213,12,12,0,0,0
LGA,58,12,9,3,0,0
DEN,229,12,11,1,0,0
LAX,354,12,3,8,1,0
DCA,157,12,2,1,9,0
LAX,307,12,8,0,4,0
BOS,162,12,9,2,1,0
DTW,194,12,5,1,6,0
DFW,190,12,11,0,1,0
DFW,209,12,12,0,0,0
IAD,181,12,8,0,4,0
ORD,190,12,10,0,2,0
JFK,206,12,6,6,0,0
LGA,212,12,7,0,5,0
LGA,183,12,3,6,3,0
LAX,217,12,9,3,0,0
LAX,212,12,12,0,0,0
SFO,179,12,8,2,2,0
IAD,226,12,7,2,3,0
DCA,79,12,2,4,6,0
DCA,166,12,7,3,2,0
ORD,181,12,11,1,0,0
DCA,62,12,7,5,0,0
LGA,202,12,7,1,4,0
DFW,248,12,5,5,2,0
IAH,161,12,1,9,2,0
LAS,30,12,5,3,4,0
DEN,62,12,11,1,0,0
LGA,15,12,6,6,0,0
DFW,135,12,2,10,0,0
LGA,187,12,2,6,4,0
LAS,100,12,12,0,0,0
DFW,123,12,8,1,3,0
LAS,335,12,1,11,0,0
ORD,147,12,4,7,1,0
LGA,128,12,6,0,6,0
ORD,134,12,12,0,0,0
IAH,125,12,1,11,0,0
LAX,202,12,8,0,4,0
DTW,118,12,3,1,8,0
DCA,80,12,2,7,3,0
ORD,123,12,7,2,3,0
IAD,99,12,10,2,0,0
DFW,365,12,11,0,1,0
ORD,97,12,9,1,2,0
ORD,132,12,2,0,10,0
BOS,62,12,9,2,1,0
ORD,112,12,9,2,1,0
DCA,90,12,4,4,4,0
JFK,147,12,1,6,5,0
SFO,34,12,7,3,2,0
LGA,69,12,10,2,0,0
DFW,79,12,10,1,1,0
ATL,61,12,12,0,0,0
IAD,227,12,5,5,2,0
IAH,80,12,0,11,1,0
LAS,71,12,12,0,0,0
LAX,68,12,5,3,4,0
DFW,83,12,12,0,0,0
DCA,65,12,6,6,0,0
LAS,256,12,0,12,0,0
DEN,101,12,10,2,0,0
ATL,217,12,4,8,0,0
DFW,58,12,10,0,2,0
ATL,13,12,0,12,0,0
DFW,133,12,10,0,2,0
LGA,352,12,8,1,3,0
ORD,274,12,12,0,0,0
LGA,6,12,11,1,0,0
LGA,5,12,5,2,5,0
LGA,170,12,9,1,2,0
SFO,56,12,11,0,1,0
SFO,346,12,4,6,2,0
DFW,358,12,2,5,5,0
DCA,269,12,3,2,7,0
BOS,159,12,3,5,4,0
LGA,119,12,5,1,6,0
IAD,116,12,6,0,6,0
EWR,347,12,1,2,9,0
DFW,196,12,12,0,0,0
DFW,18,12,5,7,0,0
IAH,22,12,0,12,0,0
LGA,59,12,11,1,0,0
LAS,365,12,3,9,0,0
IAD,39,12,12,0,0,0
LGA,51,12,6,6,0,0
DEN,157,12,7,3,2,0
IAD,23,12,10,2,0,0
DFW,108,12,8,2,2,0
LAX,208,12,7,4,1,0
DTW,157,12,8,3,1,0
DEN,98,12,11,1,0,0
DCA,1,12,11,1,0,0
IAD,47,12,11,0,1,0
ATL,339,12,10,1,1,0
LGA,114,12,11,0,1,0
LGA,218,12,5,0,7,0
BOS,351,11,4,3,4,0
SFO,357,11,4,7,0,0
DTW,363,11,8,3,0,0
ATL,355,11,5,6,0,0
DCA,352,11,9,2,0,0
ORD,364,11,11,0,0,0
EWR,361,11,0,11,0,0
LAS,345,11,10,1,0,0
DFW,325,11,10,1,0,0
ORD,319,11,1,3,7,0
BOS,330,11,4,2,5,0
DEN,310,11,3,8,0,0
LAX,308,11,7,0,4,0
DCA,302,11,2,2,7,0
LGA,303,11,6,1,4,0
SFO,302,11,3,6,2,0
EWR,256,11,0,11,0,0
DCA,257,11,2,9,0,0
BOS,181,11,5,2,4,0
LGA,248,11,3,6,2,0
DEN,212,11,10,0,1,0
ATL,225,11,11,0,0,0
ATL,233,11,3,8,0,0
SFO,227,11,6,4,1,0
JFK,215,11,10,0,1,0
BOS,213,11,11,0,0,0
IAD,216,11,7,1,3,0
IAD,223,11,5,2,4,0
IAD,57,11,11,0,0,0
SFO,180,11,7,4,0,0
SFO,352,11,2,9,0,0
DCA,335,11,3,1,7,0
ATL,199,11,11,0,0,0
SFO,208,11,6,5,0,0
LAS,355,11,3,8,0,0
LGA,199,11,10,0,1,0
BOS,212,11,7,2,2,0
IAH,215,11,5,4,2,0
IAD,202,11,10,1,0,0
LGA,198,11,5,0,6,0
SFO,210,11,10,0,1,0
LAX,189,11,11,0,0,0
ORD,153,11,9,0,2,0
DCA,346,11,4,3,4,0
ORD,232,11,11,0,0,0
JFK,179,11,1,9,1,0
IAD,37,11,10,1,0,0
DFW,167,11,2,4,5,0
BOS,170,11,8,2,1,0
DEN,360,11,0,11,0,0
BOS,166,11,5,3,3,0
DFW,125,11,11,0,0,0
IAD,165,11,3,2,6,0
BOS,165,11,3,8,0,0
IAH,259,11,1,7,3,0
LGA,47,11,1,3,7,0
JFK,257,11,1,8,2,0
LGA,93,11,9,2,0,0
SFO,217,11,6,5,0,0
LAX,121,11,11,0,0,0
ATL,365,11,5,5,1,0
DCA,159,11,4,4,3,0
LAX,8,11,8,1,2,0
SFO,50,11,9,1,1,0
DFW,20,11,6,5,0,0
LGA,112,11,5,3,3,0
LAX,113,11,11,0,0,0
SFO,354,11,5,6,0,0
DFW,17,11,10,1,0,0
LGA,232,11,10,1,0,0
SFO,98,11,11,0,0,0
DEN,1,11,11,0,0,0
LAS,63,11,7,4,0,0
LAX,71,11,11,0,0,0
ORD,81,11,7,4,0,0
EWR,41,11,7,3,1,0
BOS,64,11,1,7,3,0
SFO,36,11,2,8,1,0
DFW,12,11,5,6,0,0
SFO,32,11,3,1,7,0
DTW,99,11,11,0,0,0
IAD,362,11,4,5,2,0
DCA,195,11,5,2,4,0
DFW,32,11,9,2,0,0
DEN,207,11,9,2,0,0
DEN,167,11,7,4,0,0
IAH,261,11,1,6,4,0
ORD,111,11,10,1,0,0
LGA,27,11,4,0,7,0
DEN,97,11,5,6,0,0
LGA,57,11,8,0,3,0
ATL,59,11,8,2,1,0
BOS,48,11,5,3,3,0
SFO,27,11,8,3,0,0
JFK,34,11,5,3,3,0
DCA,40,11,4,3,4,0
EWR,51,11,2,9,0,0
BOS,56,11,4,3,4,0
DTW,170,11,11,0,0,0
BOS,3,11,8,3,0,0
DEN,12,11,6,5,0,0
ORD,11,11,10,1,0,0
LGA,256,11,2,9,0,0
DFW,59,11,11,0,0,0
DFW,16,11,5,4,2,0
DEN,127,11,4,7,0,0
ORD,121,11,11,0,0,0
LGA,60,11,7,4,0,0
LAX,161,11,9,1,1,0
ATL,193,11,4,6,1,0
IAH,246,11,0,11,0,0
DEN,41,11,5,5,1,0
BOS,30,11,4,3,4,0
IAH,50,11,1,10,0,0
IAH,170,11,2,8,1,0
DEN,37,11,2,8,1,0
LGA,44,11,6,3,2,0
IAD,319,11,2,4,5,0
LAX,55,11,5,5,1,0
IAD,151,11,6,0,5,0
LGA,87,11,5,1,5,0
BOS,4,11,10,1,0,0
DCA,21,11,6,3,2,0
DTW,3,11,10,1,0,0
IAD,117,11,9,1,1,0
LGA,7,11,7,0,4,0
SFO,1,11,10,1,0,0
LAX,56,11,9,1,1,0
DTW,22,11,7,1,3,0
SFO,339,10,2,8,0,0
JFK,345,10,0,9,1,0
DCA,355,10,1,5,4,0
IAD,355,10,3,6,1,0
LAX,338,10,10,0,0,0
DCA,345,10,3,1,6,0
JFK,318,10,1,9,0,0
IAD,335,10,3,4,3,0
LAS,329,10,10,0,0,0
LAX,327,10,0,8,2,0
LAX,317,10,8,2,0,0
LAX,309,10,10,0,0,0
LGA,281,10,8,1,1,0
ORD,304,10,10,0,0,0
DTW,256,10,0,8,2,0
SFO,258,10,4,3,3,0
SFO,257,10,0,9,1,0
LAX,245,10,9,1,0,0
ATL,258,10,2,8,0,0
BOS,37,10,1,9,0,0
LAS,361,10,3,7,0,0
LAS,252,10,5,2,3,0
BOS,361,10,6,4,0,0
DFW,69,10,9,1,0,0
DFW,218,10,9,0,1,0
LAS,66,10,6,4,0,0
DFW,240,10,10,0,0,0
DCA,231,10,2,8,0,0
DFW,258,10,4,6,0,0
ATL,232,10,3,7,0,0
DTW,33,10,6,2,2,0
IAD,215,10,8,1,1,0
IAD,159,10,4,2,4,0
DTW,44,10,6,4,0,0
DTW,94,10,5,1,4,0
SFO,337,10,3,5,2,0
LGA,206,10,8,2,0,0
ORD,75,10,8,0,2,0
ORD,184,10,7,1,2,0
IAD,190,10,4,3,3,0
LAX,210,10,10,0,0,0
LAX,192,10,10,0,0,0
DEN,189,10,6,2,2,0
DTW,26,10,9,1,0,0
DFW,213,10,10,0,0,0
DFW,177,10,6,2,2,0
DCA,175,10,5,3,2,0
DFW,164,10,3,4,3,0
BOS,168,10,4,1,5,0
ORD,211,10,8,2,0,0
DCA,216,10,3,6,1,0
JFK,178,10,0,9,1,0
IAD,160,10,7,3,0,0
BOS,164,10,6,0,4,0
ATL,177,10,3,0,7,0
LAX,168,10,8,2,0,0
LAS,161,10,10,0,0,0
DCA,56,10,2,4,4,0
DFW,124,10,9,0,1,0
ORD,148,10,8,2,0,0
SFO,123,10,8,2,0,0
ATL,122,10,3,1,6,0
ORD,241,10,9,1,0,0
LGA,148,10,5,1,4,0
ORD,182,10,10,0,0,0
DCA,252,10,3,2,5,0
IAD,192,10,10,0,0,0
DFW,109,10,10,0,0,0
DTW,319,10,6,2,2,0
ORD,174,10,7,2,1,0
ATL,363,10,6,4,0,0
BOS,115,10,8,2,0,0
ATL,92,10,9,0,1,0
ORD,105,10,7,2,1,0
JFK,255,10,1,8,1,0
LAS,214,10,8,2,0,0
LGA,110,10,3,5,2,0
LAX,107,10,8,2,0,0
LAX,361,10,5,5,0,0
EWR,201,10,3,0,7,0
LGA,249,10,2,8,0,0
DCA,209,10,4,0,6,0
ATL,127,10,8,2,0,0
ATL,96,10,8,2,0,0
ATL,19,10,6,3,1,0
IAD,78,10,3,2,5,0
DEN,53,10,6,4,0,0
DTW,102,10,10,0,0,0
SFO,19,10,9,0,1,0
DEN,18,10,5,4,1,0
DFW,19,10,9,1,0,0
ATL,75,10,8,1,1,0
BOS,85,10,10,0,0,0
BOS,68,10,4,3,3,0
ATL,302,10,2,2,6,0
IAD,12,10,7,3,0,0
DEN,164,10,6,3,1,0
ATL,8,10,2,4,4,0
SFO,78,10,6,1,3,0
LAX,64,10,7,1,2,0
DEN,143,10,5,5,0,0
BOS,38,10,3,1,6,0
DFW,38,10,10,0,0,0
DTW,115,10,7,2,1,0
DFW,50,10,7,3,0,0
DFW,48,10,6,1,3,0
LAX,70,10,9,1,0,0
LGA,38,10,6,0,4,0
BOS,59,10,10,0,0,0
SFO,43,10,7,2,1,0
DEN,199,10,9,1,0,0
EWR,2,10,10,0,0,0
LAX,346,10,6,4,0,0
JFK,48,10,0,4,6,0
DEN,32,10,1,9,0,0
LGA,55,10,3,1,6,0
EWR,47,10,4,2,4,0
DEN,338,10,5,5,0,0
ATL,37,10,4,3,3,0
LAX,41,10,7,3,0,0
DEN,35,10,5,5,0,0
LGA,96,10,10,0,0,0
IAD,353,10,2,8,0,0
LAX,91,10,10,0,0,0
SFO,212,10,10,0,0,0
BOS,22,10,8,1,1,0
IAD,21,10,6,1,3,0
IAD,3,10,9,1,0,0
BOS,16,10,6,2,2,0
IAD,10,10,7,2,1,0
IAD,68,10,7,1,2,0
IAD,49,10,9,0,1,0
