Origin,DayOfYear,cancelledTotal,cancelledCarrier,cancelledWeather,cancelledNAS,cancelledSecurity
IAD,137,2,2,0,0,0
EWR,131,2,0,0,2,0
DCA,141,2,2,0,0,0
DCA,150,2,1,0,1,0
DEN,150,2,1,1,0,0
BOS,150,2,1,1,0,0
IAD,125,2,2,0,0,0
SFO,143,2,2,0,0,0
BOS,145,2,2,0,0,0
DEN,145,2,2,0,0,0
LAX,138,2,2,0,0,0
LAX,151,2,2,0,0,0
LAX,149,2,2,0,0,0
ATL,151,2,1,1,0,0
LAS,146,2,2,0,0,0
IAD,140,2,1,0,1,0
IAH,72,2,2,0,0,0
IAH,183,2,1,1,0,0
DEN,128,2,1,1,0,0
IAD,127,2,1,1,0,0
DFW,158,2,1,0,1,0
BOS,113,2,2,0,0,0
LAS,121,2,2,0,0,0
ATL,111,2,2,0,0,0
LAS,149,2,2,0,0,0
DCA,326,2,2,0,0,0
BOS,316,2,1,0,1,0
LAS,139,2,2,0,0,0
LAX,137,2,2,0,0,0
LAS,137,2,2,0,0,0
BOS,225,2,2,0,0,0
LAS,129,2,2,0,0,0
EWR,97,2,2,0,0,0
LAS,158,2,2,0,0,0
LAX,144,2,2,0,0,0
EWR,124,2,1,1,0,0
IAD,134,2,2,0,0,0
JFK,105,2,2,0,0,0
LAS,200,2,2,0,0,0
DCA,109,2,2,0,0,0
JFK,93,2,1,0,1,0
JFK,207,2,0,2,0,0
JFK,17,2,2,0,0,0
LAS,91,2,2,0,0,0
DEN,359,2,1,0,1,0
JFK,32,2,2,0,0,0
DCA,103,2,1,1,0,0
IAH,6,2,2,0,0,0
LGA,120,2,2,0,0,0
SFO,103,2,1,1,0,0
SFO,242,2,2,0,0,0
IAD,83,2,2,0,0,0
ORD,144,2,2,0,0,0
DEN,250,2,2,0,0,0
BOS,338,2,2,0,0,0
IAH,89,2,1,1,0,0
JFK,117,2,2,0,0,0
LGA,135,2,1,1,0,0
IAD,111,2,2,0,0,0
DTW,111,2,2,0,0,0
JFK,87,2,2,0,0,0
LAS,103,2,2,0,0,0
IAD,103,2,2,0,0,0
EWR,189,2,2,0,0,0
JFK,116,2,2,0,0,0
EWR,112,2,2,0,0,0
IAH,308,2,2,0,0,0
DTW,328,2,2,0,0,0
DCA,142,2,0,0,2,0
DEN,96,2,2,0,0,0
LAS,118,2,1,0,1,0
LAX,114,2,2,0,0,0
DCA,221,2,2,0,0,0
SFO,299,2,1,1,0,0
SFO,93,2,2,0,0,0
IAH,15,2,0,2,0,0
LAX,60,2,2,0,0,0
EWR,72,2,2,0,0,0
DTW,73,2,0,2,0,0
JFK,85,2,2,0,0,0
DFW,268,2,2,0,0,0
JFK,125,2,2,0,0,0
DEN,364,2,0,2,0,0
EWR,113,2,2,0,0,0
DFW,172,2,2,0,0,0
SFO,152,2,2,0,0,0
DCA,108,2,2,0,0,0
DTW,106,2,1,1,0,0
IAH,102,2,2,0,0,0
IAH,11,2,1,1,0,0
DFW,88,2,2,0,0,0
JFK,35,2,1,1,0,0
DEN,106,2,2,0,0,0
DCA,82,2,2,0,0,0
LAS,309,2,2,0,0,0
DTW,32,2,1,0,1,0
SFO,272,2,2,0,0,0
BOS,84,2,2,0,0,0
DCA,70,2,1,0,1,0
IAD,230,2,2,0,0,0
LAS,284,2,2,0,0,0
LAX,88,2,2,0,0,0
EWR,84,2,1,0,1,0
EWR,87,2,0,0,2,0
BOS,125,2,2,0,0,0
IAH,230,2,0,2,0,0
SFO,89,2,2,0,0,0
LAX,292,2,2,0,0,0
IAH,146,2,2,0,0,0
JFK,259,2,1,1,0,0
IAH,82,2,2,0,0,0
IAH,86,2,2,0,0,0
BOS,291,2,2,0,0,0
EWR,212,2,2,0,0,0
BOS,234,2,1,1,0,0
ATL,112,2,2,0,0,0
IAH,96,2,2,0,0,0
LAS,233,2,2,0,0,0
JFK,291,2,2,0,0,0
JFK,239,2,2,0,0,0
LAS,75,2,2,0,0,0
BOS,266,2,1,0,1,0
JFK,6,2,2,0,0,0
ORD,230,2,2,0,0,0
JFK,110,2,1,1,0,0
JFK,92,2,1,1,0,0
IAD,260,2,2,0,0,0
JFK,326,2,2,0,0,0
IAD,317,2,2,0,0,0
SFO,326,2,2,0,0,0
LGA,360,2,2,0,0,0
IAD,333,2,1,1,0,0
JFK,103,2,2,0,0,0
ATL,134,2,2,0,0,0
SFO,330,2,1,1,0,0
ORD,95,2,1,0,1,0
JFK,350,2,1,1,0,0
LAS,114,2,2,0,0,0
IAH,138,2,2,0,0,0
JFK,308,2,1,1,0,0
DTW,259,2,2,0,0,0
IAD,104,2,2,0,0,0
BOS,46,2,0,2,0,0
LGA,46,2,1,1,0,0
EWR,217,2,1,1,0,0
BOS,253,2,2,0,0,0
LAX,193,2,2,0,0,0
EWR,230,2,2,0,0,0
DCA,312,2,1,0,1,0
LAS,144,2,2,0,0,0
LAS,245,2,0,2,0,0
JFK,55,2,0,0,2,0
DEN,281,2,2,0,0,0
LGA,185,2,2,0,0,0
ATL,45,2,2,0,0,0
LGA,117,2,2,0,0,0
EWR,237,2,1,1,0,0
LAS,31,2,1,1,0,0
IAD,295,2,2,0,0,0
BOS,300,2,2,0,0,0
DTW,76,2,2,0,0,0
JFK,136,2,2,0,0,0
IAD,108,2,2,0,0,0
SFO,359,2,1,0,1,0
BOS,120,2,2,0,0,0
SFO,37,2,1,1,0,0
JFK,58,2,1,1,0,0
LAS,10,2,2,0,0,0
IAH,335,2,1,1,0,0
DCA,333,2,2,0,0,0
JFK,213,2,2,0,0,0
LAX,286,2,0,1,1,0
JFK,19,2,2,0,0,0
BOS,265,2,1,0,1,0
JFK,1,2,2,0,0,0
LGA,39,2,2,0,0,0
SFO,17,2,2,0,0,0
BOS,49,2,1,0,1,0
LAS,211,2,2,0,0,0
ATL,228,2,2,0,0,0
IAH,55,2,1,1,0,0
JFK,240,2,2,0,0,0
EWR,337,2,1,1,0,0
EWR,17,2,2,0,0,0
SFO,293,2,1,1,0,0
DTW,349,2,0,2,0,0
LAS,94,2,2,0,0,0
BOS,248,2,2,0,0,0
JFK,262,2,2,0,0,0
EWR,54,2,2,0,0,0
LAS,109,2,2,0,0,0
JFK,160,2,2,0,0,0
LAS,45,2,2,0,0,0
LAS,82,2,2,0,0,0
LAS,319,2,2,0,0,0
DFW,250,2,2,0,0,0
ATL,279,2,1,0,1,0
ATL,143,2,1,1,0,0
BOS,146,2,2,0,0,0
IAH,75,2,0,2,0,0
DFW,298,2,2,0,0,0
IAH,166,2,1,0,1,0
BOS,25,2,0,2,0,0
ATL,266,2,2,0,0,0
LAS,96,2,2,0,0,0
BOS,282,2,1,0,1,0
EWR,149,2,2,0,0,0
ORD,330,2,2,0,0,0
DTW,244,2,0,2,0,0
DTW,193,2,1,1,0,0
SFO,280,2,1,0,1,0
IAD,74,2,0,1,1,0
SFO,44,2,1,0,1,0
LGA,186,2,1,0,1,0
IAH,115,2,2,0,0,0
IAD,359,2,1,1,0,0
ATL,186,2,1,1,0,0
DCA,182,2,2,0,0,0
JFK,154,2,2,0,0,0
EWR,22,2,0,0,2,0
EWR,23,2,1,1,0,0
LAS,122,2,2,0,0,0
SFO,288,2,2,0,0,0
LAS,150,2,2,0,0,0
DTW,17,2,2,0,0,0
EWR,7,2,1,1,0,0
IAH,179,2,0,1,1,0
DEN,260,2,1,1,0,0
DFW,270,2,2,0,0,0
IAH,29,2,0,2,0,0
SFO,221,2,2,0,0,0
JFK,126,2,2,0,0,0
IAD,141,2,2,0,0,0
EWR,11,2,1,0,1,0
LAS,265,2,2,0,0,0
JFK,45,2,2,0,0,0
ATL,276,2,1,0,1,0
BOS,7,2,1,1,0,0
LAS,220,2,1,1,0,0
DEN,265,2,0,2,0,0
IAH,28,2,1,1,0,0
IAH,8,2,0,2,0,0
DTW,39,2,0,0,2,0
DEN,22,2,2,0,0,0
EWR,26,2,2,0,0,0
EWR,25,2,1,1,0,0
DTW,116,2,1,1,0,0
LAX,341,2,1,1,0,0
IAH,41,2,0,2,0,0
JFK,134,2,2,0,0,0
IAH,20,2,1,1,0,0
IAH,365,2,1,0,1,0
ATL,327,2,2,0,0,0
ORD,320,2,0,2,0,0
IAH,133,2,2,0,0,0
JFK,305,2,2,0,0,0
SFO,232,2,2,0,0,0
IAH,131,2,2,0,0,0
ATL,60,2,2,0,0,0
LGA,324,2,2,0,0,0
SFO,107,2,2,0,0,0
LGA,235,2,2,0,0,0
EWR,284,2,2,0,0,0
ATL,119,2,2,0,0,0
EWR,114,2,2,0,0,0
SFO,219,2,1,0,1,0
ATL,17,2,1,1,0,0
BOS,251,2,1,0,1,0
BOS,244,2,1,1,0,0
IAH,120,2,1,0,1,0
EWR,300,2,1,1,0,0
DTW,45,2,1,0,1,0
BOS,276,2,1,0,1,0
DFW,74,2,2,0,0,0
DTW,188,2,2,0,0,0
IAH,1,2,2,0,0,0
IAH,59,2,1,1,0,0
LGA,242,2,1,1,0,0
DFW,82,2,2,0,0,0
LGA,17,2,1,1,0,0
IAH,19,2,1,1,0,0
BOS,130,2,2,0,0,0
DEN,306,2,2,0,0,0
BOS,135,2,2,0,0,0
JFK,7,2,1,1,0,0
IAD,305,2,2,0,0,0
DTW,251,2,0,0,2,0
JFK,191,2,1,0,1,0
DTW,229,2,2,0,0,0
IAD,324,2,2,0,0,0
IAH,156,2,0,1,1,0
EWR,241,2,2,0,0,0
LAX,363,2,2,0,0,0
LAX,229,2,2,0,0,0
JFK,22,2,2,0,0,0
JFK,24,2,1,0,1,0
JFK,144,2,2,0,0,0
IAH,346,2,0,2,0,0
SFO,102,2,2,0,0,0
DEN,327,2,1,1,0,0
JFK,343,1,1,0,0,0
JFK,339,1,0,1,0,0
BOS,336,1,1,0,0,0
DFW,336,1,1,0,0,0
LGA,340,1,1,0,0,0
EWR,342,1,1,0,0,0
JFK,341,1,1,0,0,0
LGA,364,1,1,0,0,0
LGA,349,1,1,0,0,0
LAX,348,1,1,0,0,0
DTW,338,1,0,1,0,0
JFK,351,1,0,1,0,0
LGA,339,1,1,0,0,0
DEN,363,1,1,0,0,0
EWR,360,1,0,0,1,0
IAH,364,1,1,0,0,0
DCA,313,1,1,0,0,0
ATL,308,1,1,0,0,0
IAH,310,1,0,1,0,0
JFK,309,1,1,0,0,0
EWR,324,1,1,0,0,0
LGA,312,1,1,0,0,0
ATL,328,1,1,0,0,0
DFW,312,1,1,0,0,0
DFW,306,1,1,0,0,0
DFW,322,1,1,0,0,0
DCA,332,1,1,0,0,0
DFW,326,1,1,0,0,0
DFW,320,1,1,0,0,0
DTW,323,1,1,0,0,0
DTW,322,1,0,1,0,0
DTW,324,1,1,0,0,0
DTW,333,1,1,0,0,0
JFK,329,1,1,0,0,0
BOS,334,1,1,0,0,0
ATL,333,1,1,0,0,0
LGA,326,1,1,0,0,0
LAX,320,1,1,0,0,0
IAD,311,1,1,0,0,0
DEN,318,1,1,0,0,0
LGA,332,1,1,0,0,0
IAD,316,1,1,0,0,0
LAX,334,1,0,1,0,0
IAH,323,1,1,0,0,0
IAD,334,1,0,1,0,0
DEN,333,1,0,1,0,0
IAD,326,1,1,0,0,0
DEN,326,1,1,0,0,0
IAD,315,1,1,0,0,0
SFO,332,1,0,0,1,0
LAX,332,1,0,0,1,0
LAX,330,1,1,0,0,0
LAS,320,1,1,0,0,0
DEN,320,1,1,0,0,0
DEN,319,1,1,0,0,0
IAD,282,1,0,1,0,0
EWR,275,1,1,0,0,0
IAH,302,1,0,1,0,0
JFK,290,1,0,1,0,0
ORD,285,1,1,0,0,0
DFW,277,1,1,0,0,0
ATL,288,1,1,0,0,0
EWR,294,1,1,0,0,0
LAX,285,1,1,0,0,0
LAS,285,1,1,0,0,0
BOS,284,1,1,0,0,0
DFW,300,1,1,0,0,0
DFW,287,1,1,0,0,0
DFW,291,1,1,0,0,0
LGA,292,1,1,0,0,0
EWR,296,1,1,0,0,0
SFO,284,1,1,0,0,0
JFK,294,1,1,0,0,0
JFK,293,1,1,0,0,0
DTW,300,1,1,0,0,0
ATL,275,1,1,0,0,0
BOS,288,1,1,0,0,0
ATL,295,1,0,0,1,0
ATL,292,1,1,0,0,0
ATL,290,1,0,0,1,0
EWR,304,1,0,0,1,0
ATL,301,1,1,0,0,0
BOS,297,1,1,0,0,0
ATL,294,1,1,0,0,0
DCA,293,1,1,0,0,0
IAH,303,1,1,0,0,0
DCA,288,1,1,0,0,0
BOS,285,1,1,0,0,0
LAS,278,1,1,0,0,0
DCA,278,1,1,0,0,0
DEN,303,1,1,0,0,0
DEN,287,1,1,0,0,0
EWR,287,1,1,0,0,0
DEN,275,1,1,0,0,0
ORD,286,1,1,0,0,0
DEN,277,1,1,0,0,0
IAD,281,1,1,0,0,0
DTW,296,1,1,0,0,0
IAH,311,1,1,0,0,0
SFO,286,1,1,0,0,0
IAH,280,1,1,0,0,0
ATL,312,1,1,0,0,0
IAH,342,1,1,0,0,0
DEN,296,1,0,1,0,0
DTW,293,1,1,0,0,0
DTW,281,1,1,0,0,0
IAD,280,1,1,0,0,0
IAD,275,1,1,0,0,0
IAH,286,1,0,1,0,0
EWR,290,1,0,0,1,0
LAS,297,1,1,0,0,0
SFO,296,1,1,0,0,0
SFO,277,1,0,0,1,0
EWR,251,1,1,0,0,0
IAD,245,1,1,0,0,0
EWR,247,1,1,0,0,0
LAX,262,1,1,0,0,0
IAH,266,1,1,0,0,0
IAH,264,1,0,0,1,0
IAD,270,1,1,0,0,0
JFK,267,1,1,0,0,0
DCA,267,1,1,0,0,0
DEN,253,1,1,0,0,0
ORD,265,1,0,0,1,0
ORD,270,1,1,0,0,0
DTW,272,1,0,0,1,0
EWR,323,1,1,0,0,0
EWR,274,1,1,0,0,0
LGA,297,1,1,0,0,0
ATL,267,1,0,0,1,0
BOS,263,1,1,0,0,0
DEN,269,1,1,0,0,0
EWR,265,1,1,0,0,0
DCA,261,1,0,0,1,0
LAS,250,1,1,0,0,0
BOS,247,1,0,0,1,0
DEN,254,1,1,0,0,0
DEN,249,1,1,0,0,0
DEN,262,1,1,0,0,0
JFK,271,1,1,0,0,0
ORD,254,1,1,0,0,0
JFK,261,1,0,0,1,0
EWR,327,1,1,0,0,0
DEN,267,1,1,0,0,0
IAD,264,1,1,0,0,0
DEN,264,1,1,0,0,0
LAX,290,1,1,0,0,0
EWR,263,1,0,0,1,0
LAX,265,1,1,0,0,0
LAX,263,1,1,0,0,0
DTW,135,1,1,0,0,0
DTW,313,1,1,0,0,0
DCA,324,1,1,0,0,0
EWR,243,1,0,1,0,0
DCA,228,1,1,0,0,0
ORD,242,1,1,0,0,0
DTW,224,1,1,0,0,0
SFO,226,1,0,1,0,0
DTW,236,1,1,0,0,0
ATL,242,1,1,0,0,0
DEN,154,1,1,0,0,0
IAH,229,1,1,0,0,0
DCA,243,1,1,0,0,0
JFK,106,1,1,0,0,0
BOS,232,1,1,0,0,0
JFK,232,1,1,0,0,0
IAH,91,1,0,1,0,0
BOS,241,1,1,0,0,0
LAS,232,1,1,0,0,0
EWR,221,1,0,0,1,0
DEN,235,1,1,0,0,0
IAH,221,1,1,0,0,0
IAD,233,1,1,0,0,0
LAX,243,1,0,1,0,0
BOS,88,1,1,0,0,0
DEN,340,1,1,0,0,0
EWR,213,1,0,1,0,0
DTW,240,1,1,0,0,0
DEN,286,1,0,0,1,0
DTW,195,1,0,0,1,0
EWR,196,1,1,0,0,0
IAD,251,1,1,0,0,0
JFK,182,1,1,0,0,0
SFO,193,1,1,0,0,0
DFW,200,1,1,0,0,0
IAH,211,1,0,1,0,0
DFW,187,1,0,0,1,0
EWR,185,1,1,0,0,0
IAH,97,1,1,0,0,0
IAH,336,1,0,1,0,0
ATL,313,1,1,0,0,0
IAH,150,1,1,0,0,0
IAD,197,1,1,0,0,0
BOS,293,1,1,0,0,0
LAS,298,1,1,0,0,0
JFK,304,1,1,0,0,0
IAH,198,1,1,0,0,0
ATL,210,1,0,1,0,0
LGA,207,1,1,0,0,0
DTW,186,1,1,0,0,0
DFW,184,1,1,0,0,0
IAD,211,1,1,0,0,0
JFK,142,1,1,0,0,0
DTW,317,1,1,0,0,0
IAH,103,1,1,0,0,0
IAH,290,1,0,0,1,0
DTW,187,1,1,0,0,0
JFK,39,1,1,0,0,0
LAS,185,1,1,0,0,0
BOS,109,1,1,0,0,0
DTW,200,1,1,0,0,0
IAD,196,1,1,0,0,0
JFK,158,1,1,0,0,0
BOS,280,1,1,0,0,0
EWR,117,1,1,0,0,0
IAH,210,1,1,0,0,0
IAH,136,1,1,0,0,0
ATL,125,1,1,0,0,0
EWR,207,1,1,0,0,0
IAH,104,1,0,0,1,0
EWR,271,1,0,0,1,0
DEN,293,1,1,0,0,0
JFK,168,1,0,1,0,0
IAH,157,1,1,0,0,0
ORD,170,1,1,0,0,0
DTW,247,1,0,0,1,0
DTW,153,1,1,0,0,0
BOS,242,1,1,0,0,0
EWR,123,1,0,0,1,0
IAH,281,1,0,1,0,0
DTW,152,1,1,0,0,0
DFW,348,1,1,0,0,0
IAH,14,1,0,1,0,0
SFO,309,1,1,0,0,0
JFK,274,1,1,0,0,0
ATL,153,1,1,0,0,0
LAS,153,1,1,0,0,0
EWR,154,1,0,0,1,0
BOS,154,1,1,0,0,0
JFK,164,1,1,0,0,0
IAH,224,1,1,0,0,0
EWR,164,1,0,1,0,0
DTW,263,1,0,0,1,0
LAS,172,1,1,0,0,0
IAD,105,1,1,0,0,0
ORD,186,1,0,1,0,0
IAD,172,1,1,0,0,0
IAH,249,1,0,1,0,0
LAS,157,1,1,0,0,0
BOS,117,1,1,0,0,0
EWR,130,1,1,0,0,0
IAH,152,1,1,0,0,0
BOS,278,1,1,0,0,0
DTW,50,1,1,0,0,0
IAH,174,1,0,1,0,0
LAS,270,1,1,0,0,0
LAS,177,1,1,0,0,0
BOS,134,1,1,0,0,0
EWR,125,1,0,0,1,0
IAH,132,1,0,1,0,0
EWR,268,1,0,0,1,0
SFO,145,1,1,0,0,0
ATL,293,1,1,0,0,0
ATL,148,1,1,0,0,0
IAH,127,1,1,0,0,0
EWR,127,1,0,1,0,0
EWR,150,1,0,0,1,0
JFK,150,1,0,0,1,0
IAH,145,1,1,0,0,0
BOS,142,1,1,0,0,0
JFK,123,1,1,0,0,0
JFK,128,1,1,0,0,0
EWR,139,1,1,0,0,0
JFK,124,1,1,0,0,0
DTW,148,1,1,0,0,0
DTW,140,1,0,0,1,0
BOS,360,1,1,0,0,0
DTW,134,1,1,0,0,0
DTW,133,1,1,0,0,0
IAH,148,1,1,0,0,0
JFK,139,1,1,0,0,0
JFK,131,1,1,0,0,0
JFK,143,1,1,0,0,0
IAD,243,1,1,0,0,0
EWR,282,1,1,0,0,0
LAS,123,1,1,0,0,0
DCA,336,1,1,0,0,0
DCA,146,1,1,0,0,0
DCA,135,1,1,0,0,0
IAD,138,1,1,0,0,0
IAD,126,1,1,0,0,0
EWR,134,1,1,0,0,0
ATL,107,1,1,0,0,0
EWR,137,1,1,0,0,0
DTW,150,1,0,0,1,0
IAH,143,1,1,0,0,0
JFK,260,1,0,0,1,0
DCA,244,1,0,1,0,0
ATL,291,1,1,0,0,0
JFK,138,1,1,0,0,0
LGA,144,1,1,0,0,0
EWR,224,1,1,0,0,0
DTW,141,1,0,0,1,0
LAX,269,1,1,0,0,0
DCA,260,1,1,0,0,0
DTW,316,1,1,0,0,0
IAD,136,1,0,0,1,0
DTW,295,1,1,0,0,0
ATL,277,1,1,0,0,0
ORD,293,1,1,0,0,0
LAS,125,1,1,0,0,0
DCA,93,1,1,0,0,0
IAH,95,1,1,0,0,0
IAH,173,1,0,1,0,0
LGA,285,1,1,0,0,0
JFK,108,1,1,0,0,0
LAS,102,1,1,0,0,0
IAH,93,1,1,0,0,0
SFO,320,1,1,0,0,0
DCA,95,1,1,0,0,0
JFK,97,1,0,0,1,0
JFK,112,1,1,0,0,0
EWR,109,1,1,0,0,0
DEN,272,1,1,0,0,0
DCA,134,1,1,0,0,0
DTW,107,1,1,0,0,0
DTW,119,1,0,0,1,0
JFK,113,1,1,0,0,0
EWR,110,1,0,0,1,0
DTW,108,1,1,0,0,0
EWR,229,1,1,0,0,0
LGA,334,1,1,0,0,0
LGA,81,1,1,0,0,0
DTW,266,1,1,0,0,0
EWR,197,1,1,0,0,0
BOS,103,1,1,0,0,0
DEN,114,1,1,0,0,0
BOS,89,1,1,0,0,0
IAD,109,1,1,0,0,0
EWR,107,1,1,0,0,0
DTW,185,1,1,0,0,0
DTW,110,1,0,1,0,0
IAD,106,1,1,0,0,0
IAD,107,1,1,0,0,0
DTW,303,1,1,0,0,0
DCA,81,1,1,0,0,0
SFO,241,1,1,0,0,0
LAS,271,1,1,0,0,0
IAD,142,1,1,0,0,0
DCA,74,1,1,0,0,0
JFK,306,1,1,0,0,0
ATL,110,1,1,0,0,0
IAH,239,1,1,0,0,0
EWR,120,1,1,0,0,0
BOS,363,1,0,1,0,0
EWR,143,1,1,0,0,0
LAS,115,1,1,0,0,0
JFK,316,1,0,0,1,0
LAX,117,1,1,0,0,0
IAH,235,1,0,1,0,0
DFW,334,1,1,0,0,0
IAH,272,1,1,0,0,0
IAH,81,1,1,0,0,0
IAH,61,1,1,0,0,0
EWR,116,1,1,0,0,0
JFK,111,1,1,0,0,0
JFK,83,1,1,0,0,0
LAS,111,1,1,0,0,0
DTW,109,1,1,0,0,0
EWR,242,1,0,1,0,0
JFK,72,1,1,0,0,0
JFK,81,1,1,0,0,0
LGA,243,1,1,0,0,0
JFK,74,1,1,0,0,0
SFO,96,1,1,0,0,0
LAS,267,1,1,0,0,0
IAH,88,1,1,0,0,0
DCA,262,1,1,0,0,0
EWR,322,1,1,0,0,0
ATL,126,1,1,0,0,0
BOS,75,1,1,0,0,0
LAS,201,1,1,0,0,0
BOS,74,1,0,1,0,0
ORD,253,1,1,0,0,0
DFW,49,1,1,0,0,0
EWR,96,1,1,0,0,0
DTW,75,1,1,0,0,0
DCA,330,1,0,0,1,0
EWR,108,1,1,0,0,0
BOS,81,1,1,0,0,0
DCA,76,1,1,0,0,0
IAD,360,1,1,0,0,0
LAS,81,1,1,0,0,0
ATL,81,1,1,0,0,0
LAS,73,1,1,0,0,0
JFK,172,1,1,0,0,0
EWR,73,1,0,0,1,0
LAS,61,1,1,0,0,0
LAS,299,1,1,0,0,0
EWR,89,1,1,0,0,0
SFO,297,1,1,0,0,0
IAD,60,1,1,0,0,0
LAS,128,1,1,0,0,0
JFK,364,1,1,0,0,0
LAS,188,1,1,0,0,0
EWR,225,1,1,0,0,0
DTW,138,1,1,0,0,0
ORD,236,1,1,0,0,0
JFK,248,1,1,0,0,0
IAD,321,1,1,0,0,0
DEN,273,1,1,0,0,0
IAH,238,1,0,0,1,0
IAH,360,1,0,1,0,0
DEN,144,1,1,0,0,0
IAD,75,1,1,0,0,0
BOS,82,1,1,0,0,0
IAD,292,1,1,0,0,0
IAD,228,1,1,0,0,0
JFK,349,1,0,0,1,0
SFO,46,1,1,0,0,0
EWR,103,1,1,0,0,0
IAH,84,1,1,0,0,0
JFK,313,1,1,0,0,0
IAD,71,1,0,0,1,0
EWR,298,1,0,1,0,0
IAD,308,1,1,0,0,0
SFO,261,1,1,0,0,0
IAH,158,1,0,1,0,0
IAH,137,1,1,0,0,0
EWR,253,1,1,0,0,0
LAS,235,1,1,0,0,0
DTW,233,1,1,0,0,0
IAH,38,1,1,0,0,0
LAX,306,1,1,0,0,0
EWR,119,1,0,1,0,0
IAD,70,1,1,0,0,0
SFO,321,1,0,1,0,0
IAD,238,1,0,0,1,0
EWR,306,1,1,0,0,0
IAH,39,1,1,0,0,0
EWR,199,1,0,1,0,0
IAH,226,1,1,0,0,0
IAD,73,1,0,1,0,0
EWR,33,1,0,1,0,0
DFW,57,1,1,0,0,0
JFK,57,1,1,0,0,0
BOS,229,1,1,0,0,0
EWR,250,1,0,1,0,0
DTW,264,1,1,0,0,0
LGA,241,1,1,0,0,0
IAH,54,1,1,0,0,0
DCA,253,1,0,0,1,0
SFO,292,1,1,0,0,0
BOS,294,1,1,0,0,0
SFO,40,1,0,1,0,0
LAS,39,1,1,0,0,0
SFO,57,1,1,0,0,0
BOS,9,1,1,0,0,0
DEN,39,1,1,0,0,0
IAD,235,1,1,0,0,0
JFK,149,1,1,0,0,0
DTW,151,1,1,0,0,0
LAX,73,1,0,1,0,0
EWR,4,1,1,0,0,0
LAS,108,1,1,0,0,0
IAH,73,1,1,0,0,0
JFK,258,1,0,1,0,0
LAS,179,1,0,1,0,0
IAH,218,1,1,0,0,0
JFK,46,1,0,1,0,0
DCA,327,1,1,0,0,0
DTW,163,1,1,0,0,0
SFO,264,1,1,0,0,0
IAH,33,1,1,0,0,0
DEN,292,1,1,0,0,0
JFK,9,1,1,0,0,0
LAS,48,1,1,0,0,0
IAH,254,1,0,1,0,0
IAD,143,1,1,0,0,0
LAS,221,1,1,0,0,0
DEN,49,1,1,0,0,0
IAH,189,1,1,0,0,0
IAH,130,1,1,0,0,0
IAH,196,1,1,0,0,0
IAH,53,1,1,0,0,0
JFK,348,1,1,0,0,0
ORD,291,1,1,0,0,0
IAH,109,1,1,0,0,0
LAS,266,1,1,0,0,0
IAH,338,1,0,1,0,0
IAD,278,1,1,0,0,0
EWR,188,1,0,1,0,0
EWR,325,1,1,0,0,0
IAH,309,1,1,0,0,0
JFK,229,1,1,0,0,0
DEN,117,1,1,0,0,0
IAH,240,1,1,0,0,0
IAH,116,1,0,1,0,0
LAS,134,1,0,1,0,0
JFK,14,1,1,0,0,0
LAS,339,1,1,0,0,0
JFK,337,1,1,0,0,0
SFO,298,1,0,1,0,0
EWR,9,1,0,0,1,0
IAH,325,1,1,0,0,0
LAX,40,1,1,0,0,0
JFK,237,1,1,0,0,0
LGA,286,1,1,0,0,0
DEN,94,1,1,0,0,0
IAH,7,1,1,0,0,0
IAH,25,1,0,1,0,0
DFW,117,1,1,0,0,0
LAS,332,1,0,0,1,0
JFK,163,1,1,0,0,0
JFK,133,1,1,0,0,0
IAH,32,1,0,1,0,0
SFO,311,1,1,0,0,0
ATL,109,1,1,0,0,0
EWR,6,1,0,1,0,0
IAD,96,1,1,0,0,0
DTW,249,1,0,1,0,0
DFW,327,1,1,0,0,0
EWR,313,1,0,0,1,0
DEN,40,1,1,0,0,0
ATL,146,1,1,0,0,0
IAH,57,1,1,0,0,0
IAH,60,1,1,0,0,0
IAD,113,1,1,0,0,0
DTW,149,1,1,0,0,0
DTW,274,1,1,0,0,0
DEN,225,1,1,0,0,0
IAH,13,1,0,1,0,0
IAD,267,1,1,0,0,0
EWR,14,1,1,0,0,0
LAS,1,1,1,0,0,0
BOS,364,1,1,0,0,0
IAH,317,1,1,0,0,0
DTW,144,1,1,0,0,0
DCA,61,1,1,0,0,0
IAH,202,1,1,0,0,0
ATL,145,1,1,0,0,0
IAH,35,1,0,1,0,0
SFO,240,1,1,0,0,0
EWR,57,1,1,0,0,0
DTW,261,1,1,0,0,0
JFK,332,1,1,0,0,0
IAD,337,1,1,0,0,0
IAH,111,1,1,0,0,0
IAH,228,1,0,0,1,0
LGA,88,1,1,0,0,0
EWR,88,1,1,0,0,0
